mmsi,lat,lon,tradetype,callsign,hdg,trail,laststa,lastdyn,imo,satelliteutc,type,left,length,matchtype,draught,dest,width,name,cog,rot,navistatus,cnname,source,sog,eta,shipid
413228980,31850414,120833533,99,BOFF5,16500,350,1643620696,1643625081,0,0,70,150,1590,1,6000,"BAYUQUAN,CN",240,YONG SHENG 319,16550,0,0,永盛319,0,6636,02-03 15:00,6A7C9416A922E845
413233820,38918565,118382147,99,BHIR1,29000,290,1642406383,1643624777,0,0,70,120,1730,1,5400,"CAOFEIDIAN,CN",240,JIN TAI 888,20520,0,1,金泰888,0,360,01-17 16:00,C802185127D7A453
413233930,31934514,122595306,99,BHFR,100,260,1643573423,1643624072,0,0,70,130,1490,1,8200,"BAYUQUAN,CN",220,YONG FENG 66,0,0,0,永丰66,0,4579,02-03 05:00,8A3629C2E9FE13C1
413234130,34520301,119833134,99,BHGU,22700,250,1643338402,1643625072,0,0,70,110,1490,1,8200,"LIANYUNGANG,CN",210,HAN LING 2,22480,0,0,汉领2,0,206,01-31 06:00,D839490B686294A6
413234680,26194332,119731274,99,BOGQ4,51100,380,1643606904,1643624963,0,0,0,110,1490,1,4700,"FUZHOU,CN",210,XIN YUAN SHUN,2130,0,1,新元顺,0,154,01-28 22:45,6235412D8FE70339
413237530,26285301,119812272,99,BVFA7,51100,210,1643504972,1643624514,0,0,70,80,1490,1,4500,"FUZHOU,CN",210,JIN CHENG XIN 156,33940,0,1,金成鑫156,0,0,01-22 02:00,0B4413954D1E6448
413239110,26269542,119825575,99,BVZY7,51100,290,1641322943,1643624657,0,0,70,120,1590,0,5800,"FUZHOU,CN",240,HONG YUAN CHANGSHENG,22320,0,5,,0,0,01-05 16:36,2D030625F32C6BE9
413240570,23064850,113414450,99,BOHX2,27500,290,1643622436,1643624706,0,0,70,150,1550,1,9500,"GUANGZHOU,CN",230,TIAN JI XING,31490,0,5,天玑星,0,0,01-28 21:00,8485678308B24E64
413243650,39966769,120027622,99,BHGW,2100,260,1643582118,1643624875,0,0,70,140,1490,0,5000,"SUIZHONG,CN",210,MING JIN 2 HAO,14200,0,1,,0,51,01-31 12:00,E6DE8B05DC1191A9
413247510,38926562,117740117,99,BOKT7,27900,280,1643532053,1643624658,0,0,70,160,1580,1,5200,"TIANJIN,CN",240,MING LE FA ZHAN,35300,0,5,明乐发展,0,0,01-30 19:00,30DBB292A11566FD
413248370,28332290,121793603,99,BECU,19600,200,1643485207,1643503265,0,0,70,100,1490,1,5000,"TAIZHOU,CN",220,FEI DA 118,19300,0,0,飞达118,0,6431,01-30 09:00,54002017070CEF02
413270350,24799419,119007655,1,BDYL,4500,260,1643181500,1643349020,0,0,70,80,1490,1,4800,"FUZHOU,CN",210,TAI LIAN SHENG,4400,0,0,泰联胜,0,3961,01-28 22:00,A600020CCB9442F3
413271130,35708617,122848034,1,BRBN,17900,270,1643596676,1643623666,0,0,70,130,1490,1,9000,ZHANG ZHOT,220,ZHEN YANG YUN,17700,0,0,振洋运,0,4990,02-03 18:00,5D1C479C300E8939
413272880,37593875,119556005,1,BDNS7,34500,290,1643527792,1643624639,0,0,70,130,1590,1,8900,"WEIFANG,CN",230,YIN CHENG SHAN,0,0,1,银成山,0,0,01-30 20:00,034033AF3B96B3C6
413304520,37199893,122835132,1,BFBE5,35400,160,1643470934,1643625075,0,0,70,60,1580,1,5500,"CAOFEIDIAN,CN",230,HAISHENG12,35820,0,0,海盛12,0,5453,02-01 20:00,0DC0E5F8F4F43928
413305880,37100787,122743674,1,BQEU,18200,280,1643620996,1643625073,0,0,70,60,1600,1,10300,"CHANGJIANGKOU,CN",250,ZHONG YUN SHOU GANG,18200,0,0,中运首钢,0,4681,02-02 09:00,F296757A754619F8
413306110,21457253,108433953,1,BSEE,1800,200,1643517681,1643624662,0,0,70,160,1600,1,10800,"FANGCHENG,CN",240,ZHONG YUN HUA NAN,10440,0,1,中运华南,0,51,01-30 18:00,8AA8D9AE0215CCB6
413323690,36933104,122472474,1,BBCW3,51100,180,1643153534,1643253885,0,0,70,80,980,1,3700,"SHIDAO,CN",160,RONGHONG166,36000,0,1,荣鸿166,0,51,01-27 07:30,37D83A157370D248
413325920,30007041,121793728,1,BCDP3,2200,300,1642654144,1643623699,0,0,70,120,1610,1,5500,"ZHOUSHAN,CN",260,TONG QING 18,24600,0,5,同庆18,0,0,01-19 14:00,78EEBD9CE96B7918
413352060,38884219,118636315,1,BHIO,28700,260,1643513201,1643624393,0,0,70,180,1600,1,5500,"CAOFEIDIAN,CN",240,JIN TAI 618,25320,0,1,金泰618,0,0,01-31 12:00,110B7FE7EA993E6A
413352730,31113652,122045680,1,BHBK,11300,270,1643609434,1643624229,0,0,70,160,1670,1,5500,"SHIDAO,CN",230,HAN LING,11200,0,0,汉领,0,5865,02-02 14:00,C7E4C6BFAED77AC7
413354120,31036770,122565583,1,BHWI,100,200,1643358034,1643624702,0,0,70,140,1400,1,7900,"SHANGHAI,CN",200,DA FEI 2,32800,0,0,达飞2,0,206,01-31 00:00,C95FDEB8359ADAC6
413355450,35287590,119654778,1,BHAI,32100,280,1643448561,1643624294,0,0,70,120,1600,1,5500,"RIZHAO,CN",240,XIANG YANG102,3690,0,1,向阳102,0,0,01-31 20:00,398A69727AB08FC7
413356910,36815803,122448886,99,BHIM,27200,250,1643455621,1643624313,0,0,70,100,1490,1,5400,"SHIDAO,CN",210,WAN XIN 2 HAO,16410,0,1,万鑫2,0,206,01-31 09:00,C05337D259168CD5
413358770,38792389,119995539,1,BOUY8,29000,280,1643609009,1643623914,0,0,70,170,1730,1,5500,JING  TAND,240,TAI HE ZI JIN,28600,0,0,泰和紫金,0,4270,02-01 00:00,204B26C9522B3990
413359060,31811943,121070623,1,BHUD3,26600,300,1643595644,1643624858,0,0,70,70,1580,1,9000,"NANTONG,CN",240,HUA JIN XIN,27380,0,1,华锦新,0,103,01-31 17:00,47344279B78BB669
413364550,25638091,119678643,1,BHCW5,51100,290,1643184655,1643339053,0,0,70,120,1590,1,9500,"GUANGZHOU,CN",240,JIN XIN 6,12020,0,0,锦鑫6,0,2881,01-23 04:00,0798B5B778FC642C
413366910,30152184,121783386,1,BHIE2,31400,190,1643520753,1643624651,0,0,70,100,1600,1,6000,"NINGBO,CN",240,XIN OU 29,26300,0,1,新瓯29,0,0,01-24 17:00,A09F95C9DCE14877
413368680,31949897,120930864,1,BHFG3,32600,250,1643595034,1643624998,0,0,70,130,1590,0,9200,"NANTONG,CN",240,XUAN XIANG 3,28220,0,1,,0,0,01-30 08:30,EE02283A3C6041C8
413422090,29194898,121904931,1,BLAB5,51100,260,1643524720,1643624661,0,0,70,150,1470,1,5100,"SHIPU,CN",210,YONGXING67,23490,0,1,永星67,0,0,01-09 13:00,E48684E046A7CDC1
413425230,38342677,118120540,1,BLAC7,30400,220,1643603874,1643624532,0,0,70,190,1580,1,6000,"HUANGHUA,CN",240,LI HANG 7,21800,0,1,利航7,0,51,01-26 17:00,0EF2C814D8B00281
413438510,36839178,122651477,1,BLAS2,26300,200,1643608948,1643624894,0,0,70,140,1490,1,5000,"CAOFEIDIAN,CN",210,HENG RUN DA 18,24000,0,1,恒润达18,0,103,02-01 10:00,AE496542D131E34A
413440920,36841900,122542365,1,BKDY,25800,260,1643616588,1643624683,0,0,70,80,1490,1,8600,"SHANGHAI,CN",220,XING NING 27,11000,0,1,兴宁27,0,0,02-01 16:00,F999C4D844E29320
413442560,38416363,118194185,1,BKXZ6,31600,240,1643451442,1643624648,0,0,70,180,1600,1,5600,"HUANGHUA,CN",250,EN JIE 5,2100,0,1,恩洁5,0,51,01-28 04:00,3E10B59F078FA20A
413444000,21427566,108614855,1,BMGS,32700,240,1643316873,1643624373,0,0,70,160,1490,1,5900,"QINZHOU,CN",210,TAI LIAN DA,30370,0,1,泰联达,0,514,01-23 18:40,865DC7E3980721A9
413459780,29941190,122009317,1,TEST,51100,300,1643583930,1643625082,0,0,70,90,1470,1,5000,"ZHOUSHAN,CN",210,CHENG QING 16,36000,0,5,乘清16,0,154,01-25 09:20,1E85E60F8B08E721
413469790,20245815,109837287,1,BYGL,30400,190,1643602595,1643613919,0,0,70,140,1740,1,9300,"QINZHOU,CN",240,JIEHANG 8,30400,0,0,捷航8,0,5659,02-01 02:00,7102C8E12F3C9998
413501380,30218901,122360598,1,BMUI,30900,240,1643502861,1643624203,0,0,70,160,1470,1,5200,"ZHOUSHAN,CN",210,TAI LIAN XIN,0,0,1,泰联鑫,0,0,01-30 16:00,80EABBD8E19687C5
413581000,30138789,121785971,1,BLAJ4,34000,300,1643541325,1643623880,0,0,70,110,1580,1,8200,"ZHENHAI,CN",230,KAI ZHOU 1,23900,0,1,恺舟1,0,103,01-30 22:00,23D471C1539B015A
413642000,26187869,119753316,1,BDSA,5900,290,1643062158,1643625014,0,0,70,60,1590,1,5500,"FUZHOU,CN",240,ZHENYANGHAI1,2660,0,1,振洋海1,0,0,01-25 03:00,1FC283E5F2C1DC13
413649000,25053040,119233401,1,BDNY5,4500,270,1643507168,1643530340,0,0,70,110,1470,1,4500,"SONG XIA,CN",210,AN DA SHENG,4290,0,0,安达盛,0,4733,01-30 17:00,5B90C0C33DDD2A4B
413670000,38964281,118377191,1,BDNS8,0,280,1643618329,1643624197,0,0,70,180,1670,1,9600,"CAOFEIDIAN,CN",230,DONG CHENG SHAN,30270,0,5,东成山,0,0,01-30 17:40,23C2E128C3692437
413681000,29125201,121823336,1,BLBB6,51100,280,1607056637,1607050326,524352,0,70,60,1580,1,5500,"XIANGSHAN HARBOUR,CN",230,JINCHUAN82,0,0,1,金川82,0,51,11-14 14:00,D564E13D6DB6EB95
413695080,31374643,122500040,1,BVFG5,1000,320,1643478866,1643624440,0,0,70,160,1600,1,10200,"CHANGJIANGKOU,CN",250,HONG TAI SHUN,2000,0,0,宏泰顺,0,0,01-31 23:00,CF223A519A71C71B
413695860,25832183,119884728,1,BVGT7,5600,300,1643448188,1643621278,0,0,70,100,1600,1,5800,"FUZHOU,CN",240,XIN FU XING,14790,0,1,新福星,0,206,01-31 16:00,D2C46DEA9757CF76
413696370,30547738,121037398,1,BVHL5,24900,260,1643556827,1643625081,0,0,70,110,1580,1,9000,"ZHAPU,CN",230,LIDA7,0,0,5,力达7,0,0,01-31 01:00,7228D7C366EF9418
413703950,23405701,117050934,1,BQVT,51100,260,1643286491,1643624112,0,0,70,150,1500,0,4800,"FUZHOU,CN",210,ZHEN YANG DA,2280,0,1,,0,103,01-29 12:00,D9E5026CB2893D5C
413704410,26535358,119940227,1,BQOI,6500,250,1643178102,1643624678,0,0,70,100,1470,0,7800,"NINGDE,CN",210,GUONENG2,2700,0,1,,0,0,01-26 11:00,544B56B7921087E3
413705960,36667907,121449580,1,FH,31500,250,1643156216,1643623382,0,0,100,90,1400,1,4900,"BAYUQUAN,CN",200,YUN TAI LONG 68,35400,0,1,云泰隆68,0,206,01-29 01:00,0CFE3CE4DFAE63ED
413708230,30213823,122247345,1,BRBF,51100,250,1643539413,1643623663,0,0,70,90,1490,1,5300,DAI SHAN      ,220,GUAN FU 66,0,0,5,冠福66,0,0,01-08 18:30,1D2A5E0C7FABAE80
413732000,39809717,124132234,1,BDSF,51100,280,1643547243,1643624933,0,0,70,150,1490,1,4800,"DANDONG,CN",210,XIN JIN YUN,21100,0,5,鑫锦运,0,0,01-30 17:35,509C0AD47D9D432E
413846000,30483063,117127526,1,BKXU4,0,100,1641201943,1642162066,0,0,70,50,580,1,5600,"ZHOUSHAN,CN",110,YUE DE QING HUO 8933,8160,0,4,粤德庆货8933,0,3138,07-30 11:00,F5AE8831B143EDEB
413904000,24534387,118561291,1,BVGX5,4600,250,1643509474,1643624501,0,0,70,100,1500,1,4800,QZ,210,JI HANG 57,34150,0,1,吉航57,0,154,01-29 20:00,1A5453FF1E18E2B6
413927000,26830053,119730740,1,BHTM,4400,280,1632897460,1632890644,0,0,70,120,1590,1,5300,"NINGDE,CN",240,ZHEN YUAN SHUN,0,0,5,振远顺,0,0,09-15 16:00,AF8E23226E385292
413945000,39993962,121612847,1,BHDG,33500,200,1643593093,1643624518,0,0,70,100,1490,1,5000,"BAYUQUAN,CN",210,CHONG HAI 170,2100,0,1,崇海170,0,0,01-31 14:00,74C96F18248780CE
414401310,31904798,120082693,1,FH,28000,280,1643624910,1643624729,0,0,70,100,1600,1,5600,"JIANGYIN,CN",240,HENG RUN DA 9,18100,0,1,恒润达9,0,0,01-31 10:00,8A46B9D7F5D9277D
414401370,38898026,118363609,1,BTJB5,27700,230,1643615662,1643624907,0,0,70,190,1590,1,4500,"CAOFEIDIAN,CN",240,ZHE XIANG 828,4360,-1200,1,浙象828,0,154,01-21 06:00,E89C8A6905754061
414402310,31335160,122485387,1,BTJE4,34800,240,1643286068,1643624515,9205627,0,70,80,1540,1,9600,"CHANGJIANGKOU,CN",260,YI HANG 72,6300,0,1,益航72,0,103,01-29 02:00,9006824E9EE4F764
